BIO2044E,Vi sinh vật học ứng dụng,3,BIO2044E QTSH,6,9_11,123T1
BIO2045,Tiếng Anh chuyên ngành Sinh học ,2,BIO2045 1,5,4_5,211_T5
BIO2045,Tiếng Anh chuyên ngành Sinh học ,2,BIO2045 2,2,1_2,211_T5
BIO2045E,Tiếng Anh chuyên ngành Sinh học,2,BIO2045E TNSH,4,6_7,211_T5
BIO2058,Sinh học tế bào ,3,BIO2058 1 KTKTSH,4,9_10,432T1
BIO2058,Sinh học tế bào ,3,BIO2058 1_2_3 KTKTSH,3,4_5,102_T5
BIO2058,Sinh học tế bào,3,BIO2058 2 KTKTSH,4,11_12,432T1
BIO2058,Sinh học tế bào ,3,BIO2058 3 KTKTSH,5,1_2,432T1
BIO2058,Sinh học tế bào ,3,BIO2058 4 KTKTSH,5,4_5,432T1
BIO2058,Sinh học tế bào ,3,BIO2058 4_5_6 KTKTSH,4,4_5,102_T5
BIO2058,Sinh học tế bào ,3,BIO2058 5 KTKTSH,5,6_7,432T1
BIO2058,Sinh học tế bào,3,BIO2058 6 KTKTSH,5,11_12,432T1
BIO2090,Nhập môn công nghệ sinh học,3,BIO2090,5,6_8,206_T5
BIO2092,Nguyên tắc phân loại sinh vật ,3,BIO2092,6,3_5,206_T5
BIO2100E,Phương pháp luận trong nghiên cứu khoa học sự sống,3,BIO2100E QTSH,4,3_5,301_T5
BIO2127,Phương pháp luận trong nghiên cứu khoa học sự sống,3,BIO2127 TNSH,2,3_5,301_T5
BIO2201,Sinh học phân tử ,3,BIO2201,4,1_2,301_T5
BIO2201,Sinh học phân tử ,3,BIO2201,6,1_2,124T1
BIO2202,Hóa sinh học,3,BIO2202 1,5,6_7,TH1
BIO2202,Hóa sinh học,3,BIO2202 1_2,2,4_5,103_T5
BIO2202,Hóa sinh học,3,BIO2202 2,5,9_10,TH1
BIO2202,Hóa sinh học,3,BIO2202 3,5,4_5,TH1
BIO2202,Hóa sinh học,3,BIO2202 3_4,3,9_10,103_T5
BIO2202,Hóa sinh học,3,BIO2202 4,5,1_2,TH1
BIO2203,Di truyền học ,3,BIO2203 1,3,6_7,236T1
BIO2203,Di truyền học ,3,BIO2203 1_2_3_4,3,1_2,303_T4
BIO2203,Di truyền học,3,BIO2203 2,3,9_10,236T1
BIO2203,Di truyền học,3,BIO2203 3,4,1_2,236T1
BIO2203,Di truyền học,3,BIO2203 4,4,4_5,236T1
BIO2203,Di truyền học ,3,BIO2203 5,4,6_7,236T1
BIO2203,Di truyền học ,3,BIO2203 5_6_7,3,6_7,104_T5
BIO2203,Di truyền học,3,BIO2203 6,4,9_10,236T1
BIO2203,Di truyền học,3,BIO2203 7,5,1_2,236T1
BIO2203,Di truyền học,3,BIO2203 8,5,4_5,236T1
BIO2203,Di truyền học ,3,BIO2203 8_9_10,5,4_5,108T5
BIO2203,Di truyền học,3,BIO2203 9,5,6_7,236T1
BIO2203,Di truyền học,3,BIO2203 10,5,9_10,236T1
BIO2204,Vi sinh vật học ,3,BIO2204 1,4,4_5,327T1
BIO2204,Vi sinh vật học ,3,BIO2204 1_2_3,6,6_7,206_T5
BIO2204,Vi sinh vật học ,3,BIO2204 2,4,6_7,327T1
BIO2204,Vi sinh vật học ,3,BIO2204 3,4,9_10,327T1
BIO2206,Sinh lý học người và động vật,3,BIO2206,2,1_2,109_T5
BIO2206,Sinh lý học người và động vật ,3,BIO2206,6,9_10,432T1
BIO2207,Sinh học phát triển,3,BIO2207 1,2,6_7,335T1
BIO2207,Sinh học phát triển,3,BIO2207 1_2_3,4,1_2,408_T5
BIO2207,Sinh học phát triển,3,BIO2207 2,2,9_10,335T1
BIO2207,Sinh học phát triển,3,BIO2207 3,3,1_2,335T1
BIO2209,Đa dạng sinh học ,3,BIO2209 1,2,4_5,232T1
BIO2209,Đa dạng sinh học ,3,BIO2209 1_2_3,3,1_2,206_T5
BIO2209,Đa dạng sinh học ,3,BIO2209 2,2,6_7,232T1
BIO2209,Đa dạng sinh học ,3,BIO2209 3,2,9_10,232T1
BIO2210,Lý sinh học,3,BIO2210,6,4_5,109_T5
BIO2210,Lý sinh học,3,BIO2210,6,9_10,TH2
BIO2215,Miễn dịch học phân tử ,3,BIO2215 1,6,6_7,TH1
BIO2215,Miễn dịch học phân tử ,3,BIO2215 1_2_3,2,4_5,104_T5
BIO2215,Miễn dịch học phân tử ,3,BIO2215 2,6,1_2,TH1
BIO2215,Miễn dịch học phân tử ,3,BIO2215 3,6,4_5,TH1
BIO2218,Thống kê sinh học,3,BIO2218 1 CLCCNSH,2,6_7,506T5
BIO2218,Thống kê sinh học,3,BIO2218 1_2_3 CLCCNSH,4,4_5,103_T5
BIO2218,Thống kê sinh học,3,BIO2218 2 CLCCNSH,2,9_10,506T5
BIO2218,Thống kê sinh học,3,BIO2218 3 CLCCNSH,2,4_5,506T5
BIO2218,Thống kê sinh học,3,BIO2218 4 CLCCNSH,3,4_5,506T5
BIO2218,Thống kê sinh học,3,BIO2218 4_5 CLCCNSH,4,1_2,104_T5
BIO2218,Thống kê sinh học,3,BIO2218 5 CLCCNSH,3,1_2,506T5
BIO2218,Thống kê sinh học,3,BIO2218 6 CLCCNSH,4,9_10,506T5
BIO2218,Thống kê sinh học,3,BIO2218 6_7 CLCCNSH,3,6_7,109_T5
BIO2218,Thống kê sinh học,3,BIO2218 7 CLCCNSH,3,9_10,506T5
BIO2221,Sinh học tiến hóa ,3,BIO2221 1,2,6_7,236T1
BIO2221,Sinh học tiến hóa ,3,BIO2221 1_2_3,5,6_7,103_T5
BIO2221,Sinh học tiến hóa ,3,BIO2221 2,2,9_10,236T1
BIO2221,Sinh học tiến hóa ,3,BIO2221 3,3,1_2,236T1
BIO2222E,Proteomic và sinh học cấu trúc,3,BIO2222E 1 QTSH,5,6_7,TH2
BIO2222E,Proteomic và sinh học cấu trúc,3,BIO2222E 1_2 QTSH,2,9_10,109_T5
BIO2222E,Proteomic và sinh học cấu trúc,4,BIO2222E 2 QTSH,5,4_5,TH2
BIO2226,Sinh học phát triển,3,BIO2226 TNSH,5,4_5,109_T5
BIO2226,Sinh học phát triển,3,BIO2226 TNSH,3,4_5,335T1
BIO2229,Đa dạng sinh học,3,BIO2229 TNSH,3,6_7,301_T5
BIO2229,Đa dạng sinh học,3,BIO2229 TNSH,2,1_2,232T1
BIO2232,Vi sinh vật học ứng dụng ,3,BIO2232 TNSH,5,6_8,301_T5
BIO2402E,Sinh học phân tử ,3,BIO2402E 1 CLCCNSH,2,4_5,124T1
BIO2402E,Sinh học phân tử ,3,BIO2402E 1_2_3 CLCCNSH,5,6_7,503_T3
BIO2402E,Sinh học phân tử ,3,BIO2402E 2 CLCCNSH,2,6_7,124T1
BIO2402E,Sinh học phân tử ,3,BIO2402E 3 CLCCNSH,2,9_10,124T1
BIO2402E,Sinh học phân tử ,3,BIO2402E 4 CLCCNSH,3,4_5,124T1
BIO2402E,Sinh học phân tử ,3,BIO2402E 4_5 CLCCNSH,6,1_2,503_T3
BIO2402E,Sinh học phân tử ,3,BIO2402E 5 CLCCNSH,3,6_7,124T1
BIO2402E,Sinh học phân tử ,3,BIO2402E 6 CLCCNSH,3,9_10,124T1
BIO2402E,Sinh học phân tử ,3,BIO2402E 6_7 CLCCNSH,3,1_2,503_T3
BIO2402E,Sinh học phân tử ,3,BIO2402E 7 CLCCNSH,4,1_2,124T1
BIO2404E,Sinh học phát triển,3,BIO2404E 1 QTSH,2,4_5,335T1
BIO2404E,Sinh học phát triển,3,BIO2404E 1_2 QTSH,4,6_7,301_T5
BIO2404E,Sinh học phát triển,3,BIO2404E 2 QTSH,2,1_2,335T1
BIO2415E,Sinh học biển,3,BIO2415E QTSH,4,9_10,303_T5
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 1 CLCCNSH,2,9_10,432T1
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 1_2_3 CLCCNSH,5,8_10,303_T5
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 2 CLCCNSH,2,4_5,432T1
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 3 CLCCNSH,2,6_7,432T1
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 4 CLCCNSH,3,6_7,432T1
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 4_5 CLCCNSH,6,6_8,301_T5
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 5 CLCCNSH,3,4_5,432T1
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 6 CLCCNSH,4,4_5,432T1
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 6_7 CLCCNSH,5,3_5,301_T5
BIO2420E,Sinh lý học người và động vật ,3,BIO2420E 7 CLCCNSH,3,9_10,432T1
BIO2501,Sinh học tế bào ,4,BIO2501 TNSH,4,6_7,432T1
BIO2501,Sinh học tế bào ,4,BIO2501 TNSH,6,3_5,301_T5
BIO2504,Sinh lý học người và động vật ,3,BIO2504 TNSH,4,9_10,304_T5
BIO2504,Sinh lý học người và động vật ,3,BIO2504 TNSH,4,1_2,432T1
BIO2804,Cơ sở sinh lý học vi sinh vật,2,BIO2804 1 CLCCNSH,3,4_5,301_T5
BIO2804,Cơ sở sinh lý học vi sinh vật,2,BIO2804 2 CLCCNSH,4,4_5,303_T5
BIO2805,Mô học ,2,BIO2805 1 CLCCNSH,5,1_2,432T1
BIO2805,Mô học ,2,BIO2805 1_2_3_4 CLCCNSH,6,9_10,301_T5
BIO2805,Mô học ,2,BIO2805 2 CLCCNSH,5,4_5,432T1
BIO2805,Mô học ,2,BIO2805 3 CLCCNSH,5,6_7,432T1
BIO2805,Mô học ,2,BIO2805 4 CLCCNSH,5,9_10,432T1
BIO3000,Cơ sở sinh thái học,2,BIO3000 1 CLCCNSH,2,4_5,136T1
BIO3000,Cơ sở sinh thái học,2,BIO3000 1_2 CLCCNSH,3,6_7,303_T5
BIO3000,Cơ sở sinh thái học,2,BIO3000 2 CLCCNSH,2,6_7,136T1
BIO3000,Cơ sở sinh thái học,2,BIO3000 3 CLCCNSH,3,1_2,136T1
BIO3000,Cơ sở sinh thái học,2,BIO3000 3_4_5 CLCCNSH,4,6_7,306_T5
BIO3000,Cơ sở sinh thái học,2,BIO3000 4 CLCCNSH,3,4_5,136T1
BIO3000,Cơ sở sinh thái học,2,BIO3000 5 CLCCNSH,3,6_7,136T1
BIO3096,Tiến hóa hình thái của thực vật hạt kín ,3,BIO3096,5, 6_8,230T1
BIO3172,Động vật không xương sống y học  ,3,BIO3172,5,3_5,323T1
BIO3177,Năng lượng sinh học,2,BIO3177 1 CLCCNSH,4,1_2,303_T5
BIO3177,Năng lượng sinh học,2,BIO3177 2 CLCCNSH,2,9_10,301_T5
BIO3177,Năng lượng sinh học,2,BIO3177 3 CLCCNSH,5,6_7,301_T5
BIO3177,Năng lượng sinh học,2,BIO3177 4 CLCCNSH,5,4_5,301_T5
BIO3192,Thực tập vi sinh thực phẩm,2,BIO3192 1,5,2_5,BM
BIO3192,Thực tập vi sinh thực phẩm,2,BIO3192 2,5,6_9,BM
BIO3192,Thực tập vi sinh thực phẩm,2,BIO3192 3,6,2_5,BM
BIO3192,Thực tập vi sinh thực phẩm,2,BIO3192 4,6,6_9,BM
BIO3200,Thực vật học ,4,BIO3200 1,3,4_5,232T1
BIO3200,Thực vật học ,4,BIO3200 1_2_3_4,4,8_10,102_T5
BIO3200,Thực vật học  ,4,BIO3200 2,3,6_7,232T1
BIO3200,Thực vật học ,4,BIO3200 3,3,9_10,232T1
BIO3200,Thực vật học ,4,BIO3200 4,4,1_2,232T1
BIO3201,Động vật học động vật không xương sống,3,BIO3201,3,1_2,109_T5
BIO3201,Động vật học động vật không xương sống,3,BIO3201,6,6_7,232T1
BIO3202,Động vật học động vật có xương sống  ,3,BIO3202 1,6,1_2,136T1
BIO3202,Động vật học động vật có xương sống ,3,BIO3202 1_2_3_4,4,6_7,102_T5
BIO3202,Động vật học động vật có xương sống ,3,BIO3202 2,6,4_5,136T1
BIO3202,Động vật học động vật có xương sống  ,3,BIO3202 3,6,6_7,136T1
BIO3202,Động vật học động vật có xương sống  ,3,BIO3202 4,6,9_10,136T1
BIO3206,Miễn dịch học ,3,BIO3206,3,4_5,408_T5
BIO3206E,Miễn dịch học,3,BIO3206E QTSH,4,6_8,303_T5
BIO3208,Cơ sở di truyền học chọn giống  ,3,BIO3208,6,6_8,237T1
BIO3209,Di truyền học người ,3,BIO3209,6, 9_11,237T1
BIO3210,Hóa sinh học các hợp chất có hoạt tính sinh học  ,3,BIO3210,5,3_5,137T1
BIO3217,Công nghệ mô và tế bào thực vật ,3,BIO3217,6,3_5,132T1
BIO3220,Nội tiết học cơ sở ,3,BIO3220,5, 6_8,333T1
BIO3222,Sinh học phân tử người ,3,BIO3222,5,3_5,333T1
BIO3225,Danh pháp thực vật,3,BIO3225,5,3_5,230T1
BIO3226,Phương pháp nghiên cứu thực vật,3,BIO3226,6,3_5,230T1
BIO3228,Côn trùng học đại cương ,3,BIO3228,5, 6_8,323T1
BIO3230,Địa lý sinh vật ,3,BIO3230,5,3_5,332T1
BIO3231,Sinh học và sinh thái học động vật có xương sống ,3,BIO3231,5,6_8,332T1
BIO3233,Quản lý các hệ sinh thái,3,BIO3233,5,3_5,227T1
BIO3234,Sinh thái học môi trường,3,BIO3234,5, 6_8,227T1
BIO3239,Sự tiến hóa hình thái thực vật hạt kín ,3,BIO3239,5, 6_8,230T1
BIO3240,Cơ sở sinh thái học thực vật,3,BIO3240,5, 9_11,229T1
BIO3241,Thủy sinh vật học đại cương ,3,BIO3241,5,9_11,323T1
BIO3242,Sinh học quần thể ,3,BIO3242,5,6_8,331T1
BIO3243,Sinh thái học ứng dụng ,3,BIO3243,5,9_11,227T1
BIO3249,Cơ sở sinh học thần kinh,3,BIO3249,5,9_11,333T1
BIO3250,Cơ sở vi sinh vật học phân tử,3,BIO3250,5,9_11,122T1
BIO3252,Sinh học người,3,BIO3252 1,6,1_2,432T1
BIO3252,Sinh học người,3,BIO3252 1_2_3,5,4_5,514_T4
BIO3252,Sinh học người,3,BIO3252 2,6,4_5,432T1
BIO3252,Sinh học người,3,BIO3252 3,6,6_7,432T1
BIO3255,Sinh lý học thực vật ,3,BIO3255 1,3,6_7,TH2
BIO3255,Sinh lý học thực vật ,3,BIO3255 1_2_3,6,1_2,103_T5
BIO3255,Sinh lý học thực vật ,3,BIO3255 2,3,4_5,TH2
BIO3255,Sinh lý học thực vật ,3,BIO3255 3,3,9_10,TH2
BIO3256,Hóa sinh học các hợp chất có hoạt tính sinh học ,3,BIO3256,5,3_5,137T1
BIO3259,Cơ sở sinh thái học ,3,BIO3259 TNSH,4,9_10,309_T5
BIO3259,Cơ sở sinh thái học ,3,BIO3259 TNSH,3,9_10,136T1
BIO3260,Cơ sở di truyền học phân tử ,3,BIO3260,6,3_5,237T1
BIO3261,Vi rút học cơ sở,3,BIO3261,5,6_8,123T1
BIO3261E,Vi rút học cơ sở,3,BIO3261E QTSH,3,6_8,304_T5
BIO3267,Sinh học phân tử người,3,BIO3267,5,3_5,333T1
BIO3270,Enzym học ,3,BIO3270,5, 6_8,138T1
BIO3272,Vi sinh vật y học,3,BIO3272,5,3_5,122T1
BIO3273,Vi sinh vật y học,3,BIO3273 TNSH,5,3_5,122T1
BIO3274,Seminar Tế bào gốc,3,BIO3274,6,3_5,338T1
BIO3275,Cơ sở di truyền học phân tử,3,BIO3275 TNSH,6,3_5,237T1
BIO3276,Hóa sinh học các hợp chất có hoạt tính Sinh học,3,BIO3276 TNSH,5, 3_5,137T1
BIO3277,Enzym học,3,BIO3277 TNSH,5, 6_8,138T1
BIO3279,Cơ sở vi sinh vật học phân tử,3,BIO3279 TNSH,5,9_11,122T1
BIO3280,Seminar Tế bào gốc,3,BIO3280 TNSH,6,3_5,338T1
BIO3281,Sinh học khối u,3,BIO3281 TNSH,6,9_11,338T1
BIO3283,Sinh trưởng và phát triển ở thực vật,3,BIO3283 TNSH,5,9_11,230T1
BIO3284,Sinh lý vi tảo,3,BIO3284 TNSH,5,6_8,131T1
BIO3285,Nội tiết học cơ sở,3,BIO3285 TNSH,5,6_8,333T1
BIO3289,Công nghệ mô và tế bào động vật ,3,BIO3289,5,3_5,338T1
BIO3290,Quản lý các hệ sinh thái,3,BIO3290,5,3_5,227T1
BIO3291,Sinh lý sinh trưởng và phát triển thực vật ,3,BIO3291,5,9_11,230T1
BIO3292,Sinh lý vi tảo,3,BIO3292,5,6_8,131T1
BIO3293,Nội tiết học cơ sở ,3,BIO3293,5, 6_8,333T1
BIO3293E,Nội tiết học cơ sở,3,BIO3293E QTSH,3,1_3,333T1
BIO3294,Di truyền học người,3,BIO3294 TNSH,6, 9_11,237T1
BIO3296,Công nghệ mô và tế bào thực vật ,3,BIO3296 TNSH,6,3_5,132T1
BIO3300,Các kỹ thuật cơ bản trong Công nghệ sinh học ,3,BIO3300 1,3,9_10,TH1
BIO3300,Các kỹ thuật cơ bản trong Công nghệ sinh học ,3,BIO3300 1_2_3,5,1_2,103_T5
BIO3300,Các kỹ thuật cơ bản trong Công nghệ sinh học ,3,BIO3300 2,4,4_5,TH1
BIO3300,Các kỹ thuật cơ bản trong Công nghệ sinh học ,3,BIO3300 3,4,1_2,TH1
BIO3309,Công nghệ protein_enzym ,3,BIO3309,5, 6_8,137T1
BIO3311,Di truyền học ung thư,3,BIO3311,5,3_5,237T1
BIO3313,Vi sinh vật học và xử lý môi trường  ,3,BIO3313,5, 3_5,123T1
BIO3314,Di truyền học vi sinh vật   ,3,BIO3314,5,6_8,237T1
BIO3315,Công nghệ sinh học vacxin,3,BIO3315 CLCCNSH,5,6_8,123AT1
BIO3316,Vi sinh vật học thực phẩm ,3,BIO3316,5,9_11,123T1
BIO3320,Công nghệ mô và tế bào thực vật ,3,BIO3320,6,3_5,132T1
BIO3326,Công nghệ tế bào gốc,3,BIO3326,5,6_8,338T1
BIO3328,Di truyền học quần thể ,3,BIO3328,5, 9_11,237T1
BIO3331,Động vật y học ,3,BIO3331,5,6_8,324T1
BIO3332,Đại cương di truyền ngoại gen ,3,BIO3332,5, 9_11,104T5
BIO3339,Môi trường và phát triển bền vững,3,BIO3339 TNSH,2,6_7,303_T5
BIO3344,Hóa sinh học chế biến thực phẩm,3,BIO3344,5, 9_11,137T1
BIO3348,Nấm _ Sinh học và ứng dụng,3,BIO3348 CLCCNSH,5,3_5,229T1
BIO3349,Công nghệ sinh học trong bảo tồn thực vật,3,BIO3349 CLCCNSH,6,6_8,229T1
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 1 CLCCNSH,4,6_7,136T1
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 1_2_3 CLCCNSH,3,4_5,304_T5
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 2 CLCCNSH,4,9_10,136T1
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 3 CLCCNSH,5,1_2,136T1
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 4 CLCCNSH,5,4_5,136T1
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 4_5 CLCCNSH,3,9_10,304_T5
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 5 CLCCNSH,5,9_10,136T1
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 6 CLCCNSH,4,4_5,136T1
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 6_7 CLCCNSH,5,6_7,303_T5
BIO3355,Sinh học ứng dụng và bảo tồn động vật có xương sống,2,BIO3355 7 CLCCNSH,4,1_2,136T1
BIO3361,Địa lý sinh vật,3,BIO3361 TNSH,5,3_5,332T1
BIO3363,Phương pháp nghiên cứu cá,3,BIO3363 TNSH,5, 9_11,332T1
BIO3364,Sinh học quần thể,3,BIO3364 TNSH,5,6_8,331T1
BIO3368,Sinh học thần kinh,3,BIO3368 TNSH,5,9_11,333T1
BIO3369,Sinh học phân tử ,4,BIO3369 TNSH,2,3_5,303_T5
BIO3369,Sinh học phân tử ,4,BIO3369 TNSH,3,1_2,124T1
BIO3371,Hóa sinh học ,4,BIO3371 TNSH,6,8_10,303_T5
BIO3371,Hóa sinh học ,4,BIO3371 TNSH,4,11_12,TH1
BIO3372E,Hóa sinh học,3,BIO3372E QTSH,4,8_10,301_T5
BIO3374,Vi sinh vật học ,4,BIO3374 TNSH,2,1_3,304_T5
BIO3374,Vi sinh vật học ,4,BIO3374 TNSH,5,9_10,327T1
BIO3375E,Vi sinh vật học,3,BIO3375E 1 QTSH,5,4_5,327T1
BIO3375E,Vi sinh vật học,3,BIO3375E 1_2 QTSH,2,6_7,304_T5
BIO3375E,Vi sinh vật học,3,BIO3375E 2 QTSH,5,6_7,327T1
BIO3377,Các nguyên lý của sinh học bảo tồn ,3,BIO3377 TNSH,5,4_5,304_T5
BIO3379,Kỹ thuật di truyền,3,BIO3379 TNSH,5,9_10,301_T5
BIO3379,Kỹ thuật di truyền,3,BIO3379 TNSH,4,6_7,TH1
BIO3381,Vi rút học cơ sở,3,BIO3381 TNSH,5,6_8,123T1BM
BIO3384,Sinh học thần kinh ,3,BIO3384,5,9_11,333T1BM
BIO3384E,Sinh học thần kinh,3,BIO3384E QTSH,6,9_11,333T1BM
BIO3402E,Di truyền học đại cương,3,BIO3402E 1 QTSH,2,1_2,236T1
BIO3402E,Di truyền học đại cương,3,BIO3402E 1_2 QTSH,3,9_10,306_T5
BIO3402E,Di truyền học đại cương,3,BIO3402E 2 QTSH,2,4_5,236T1
BIO3407E,Di truyền học người,3,BIO3407E QTSH,6,3_5,237T1
BIO3408E,Hóa sinh học và trao đổi chất tế bào,3,BIO3408E QTSH,6,3_5,137T1
BIO3411E,Mô học,3,BIO3411E QTSH,6,3_5,338T1
BIO3412E,Thực hành Di truyền học,3,BIO3412E QTSH,6,9_11,237T1
BIO3413E,Thực hành Sinh học phân tử,3,BIO3413E QTSH,6,6_8,338T1
BIO3414E,Kỹ thuật ADN tái tổ hợp,3,BIO3414E QTSH,6,6_8,137T1
BIO3414E,Kỹ thuật ADN tái tổ hợp,3,BIO3414E QTSH,6,6_8,237T1
BIO3415E,Thực hành hóa sinh học,3,BIO3415E QTSH,6,9_11,137T1
BIO3418E,Thực hành Sinh học tế bào,3,BIO3418E QTSH,6,9_11,338T1
BIO3425E,Nghiên cứu khoa học II ,3,BIO3425E QTSH,6, 3_5,323T1
BIO3428E,Côn trùng học đại cương,3,BIO3428E QTSH,6, 6_8,323T1
BIO3429E,Thủy sinh vật học đại cương,3,BIO3429E QTSH,6, 9_11,323T1
BIO3437,Bệnh học miễn dịch và trị liệu,3,BIO3437,6, 6_8,338T1
BIO3438,Các nguyên lý cải biến di truyền VSV,3,BIO3438 CLCCNSH,5,3_5,123AT1
BIO3439,Cơ sở công nghệ lên men,3,BIO3439,5,6_8,122T1
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 1 CLCCNSH,4,4_5,232T1
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 1_2_3 CLCCNSH,2,4_5,304_T5
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 2 CLCCNSH,4,6_7,232T1
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 3 CLCCNSH,4,9_10,232T1
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 4 CLCCNSH,5,4_5,232T1
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 4_5_6 CLCCNSH,3,4_5,309_T5
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 5 CLCCNSH,5,6_7,232T1
BIO3441,Động vật không xương sống  và ứng dụng,2,BIO3441 6 CLCCNSH,5,9_10,232T1
BIO3444,Sinh học tổng hợp,3,BIO3444 1 CLCCNSH,4,8_10,306_T5
BIO3444,Sinh học tổng hợp,3,BIO3444 2 CLCCNSH,6,3_5,303_T5
BIO3445,Thực vật có ích,3,BIO3445 CLCCNSH,5,6_8,229T1
BIO3452,Phương pháp nghiên cứu cá ,3,BIO3452,5, 9_11,332T1
BIO3453,Sinh lý tuần hoàn cơ sở,3,BIO3453,6,6_8,333T1
BIO3454E,Sinh thái bệnh học,3,BIO3454E QTSH,2,1_2,136T1
BIO3454E,Sinh thái bệnh học,3,BIO3454E QTSH,4,1_2,304_T5
BIO3456E,Vi sinh vật học sản xuất các sản phẩm tự nhiên,3,BIO3456E QTSH,6,6_8,123T1
BIO3461E,Sinh lý tuần hoàn cơ sở,3,BIO3461E QTSH,6,3_5,333T1
BIO3701,Sinh học tiến hóa ,3,BIO3701 1 CLCCNSH,6,1_2,236T1
BIO3701,Sinh học tiến hóa ,3,BIO3701 1_2_3_4 CLCCNSH,2,1_2,501_T3
BIO3701,Sinh học tiến hóa ,3,BIO3701 2 CLCCNSH,6,4_5,236T1
BIO3701,Sinh học tiến hóa ,3,BIO3701 3 CLCCNSH,6,6_7,236T1
BIO3701,Sinh học tiến hóa ,3,BIO3701 4 CLCCNSH,4,11_12,236T1
BIO3702,Quá trình và thiết bị công nghệ,3,BIO3702 1 CLCCNSH,2,9_10,TH1
BIO3702,Quá trình và thiết bị công nghệ,3,BIO3702 1_2_3 CLCCNSH,3,1_2,501_T3
BIO3702,Quá trình và thiết bị công nghệ,3,BIO3702 2 CLCCNSH,2,4_5,TH1
BIO3702,Quá trình và thiết bị công nghệ,3,BIO3702 3 CLCCNSH,2,6_7,TH1
BIO3702,Quá trình và thiết bị công nghệ,3,BIO3702 4 CLCCNSH,3,6_7,TH1
BIO3702,Quá trình và thiết bị công nghệ,3,BIO3702 4_5 CLCCNSH,3,9_10,501_T3
BIO3702,Quá trình và thiết bị công nghệ,3,BIO3702 5 CLCCNSH,3,4_5,TH1
BIO3703,Sinh học khối u ,3,BIO3703,6,9_11,338T1
BIO3705,Môi trường và phát triển bền vững,3,BIO3705,5,9_11,227AT1
BIO3801,Lý sinh học,3,BIO3801 1 CLCCNSH,2,11_12,TH2
BIO3801,Lý sinh học,3,BIO3801 1_2_3 CLCCNSH,5,4_5,303_T5
BIO3801,Lý sinh học,3,BIO3801 2 CLCCNSH,6,1_2,TH2
BIO3801,Lý sinh học,3,BIO3801 3 CLCCNSH,3,1_2,TH2
BIO3801,Lý sinh học,3,BIO3801 4 CLCCNSH,6,4_5,TH2
BIO3801,Lý sinh học,3,BIO3801 4_5 CLCCNSH,5,1_2,301_T5
BIO3801,Lý sinh học,3,BIO3801 5 CLCCNSH,6,6_7,TH2
BIO3801,Lý sinh học,3,BIO3801 6 CLCCNSH,2,4_5,TH2
BIO3801,Lý sinh học,3,BIO3801 6_7 CLCCNSH,6,1_2,301_T5
BIO3801,Lý sinh học,3,BIO3801 7 CLCCNSH,2,6_7,TH2
BIO3805,Sinh vật biến đổi gen và ứng dụng,3,BIO3805 CLCCNSH,5,9_11,233T1
BIO3806,Công nghệ vi tảo,3,BIO3806 CLCCNSH,6,6_8,230T1
BIO3807,Độc học,3,BIO3807 CLCCNSH,5,3_5,132T1
BIO3808,Công nghệ sinh học động vật,3,BIO3808 CLCCNSH,5,3_5,337T1
BIO3810,Động vật không xương sống y học  ,3,BIO3810,5,3_5,323T1
BIO3811,Địa lý sinh vật ,3,BIO3811,5,3_5,332T1
BIO4076,Tiểu luận khoa học,2,BIO4076 THCHD,5,4_5,428T1
CHE1048,Hóa keo,2,CHE1048 1,5,4_5,501_T3
CHE1048,Hóa keo,2,CHE1048 2 CLCHD,6,9_10,2_LTT
CHE1048,Hóa keo,2,CHE1048 3 CLCHD,2,9_10,1_LTT
