PHI1002,Chủ nghĩa xã hội khoa học,2,PHI1002 3,3,6_7,308_T5
PHI1002,Chủ nghĩa xã hội khoa học,2,PHI1002 4,4,1_2,308_T5
PHI1002,Chủ nghĩa xã hội khoa học,2,PHI1002 5,4,4_5,308_T5
PHI1002,Chủ nghĩa xã hội khoa học,2,PHI1002 6,4,6_7,308_T5
PHI1002,Chủ nghĩa xã hội khoa học,2,PHI1002 7,5,1_2,308_T5
PHI1002,Chủ nghĩa xã hội khoa học,2,PHI1002 8,5,4_5,308_T5
PHI1002,Chủ nghĩa xã hội khoa học,2,PHI1002 9,5,6_7,308_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 1,6,8_10,205_T5
PHI1006,Triết học Mác – Lênin,3,PHI1006 10,2,8_10,406_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 11,2,8_10,205_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 12,2,1_3,302_T4
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 13,6,6_8,204_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 14,6,6_8,203_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 15,4,6_8,204_T4
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 16,3,1_3,202_T4
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 17,3,1_3,202_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 18,4,1_3,203_T4
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 19,5,6_8,402_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 2,2,1_3,301_T4
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 20,6,3_5,402_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 3,5,8_10,202_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 4,4,1_3,209_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 5,5,1_3,202_T4
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 6,4,6_8,201_T4
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 7,3,6_8,203_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 8,3,8_10,102_T5
PHI1006,Triết học Mác _ Lê nin,3,PHI1006 9,6,1_3,303_T4
PHY1010,Đại số tuyến tính,5,PHY1010 TNVLH,2,1_3,309_T5
PHY1010,Đại số tuyến tính,5,PHY1010 TNVLH,4,4_5,504_T3
PHY1010,Đại số tuyến tính,5,PHY1010 TNVLH,5,9_10,306_T5
PHY1011,Giải tích 1,5,PHY1011 TNVLH,2,9_10,501_T3
PHY1011,Giải tích 1,5,PHY1011 TNVLH,4,1_3,401_T5
PHY1011,Giải tích 1,5,PHY1011 TNVLH,6,6_7,306_T5
PHY1020,Nhập môn Robotic,3,PHY1020 1,2,3_5,304_T4
PHY1020,Nhập môn Robotic,3,PHY1020 2,3,6_8,304_T4
PHY1020,Nhập môn Robotic,3,PHY1020 3,4,6_8,304_T4
PHY1020,Nhập môn Robotic,3,PHY1020 4,5,6_8,304_T4
PHY1050,Cơ học,1,PHY1050 1,6,6_7,106_T5
PHY1050,Cơ học,2,PHY1050 1,3,1_2,101_T5
PHY1050,Cơ học,1,PHY1050 2,6,6_7,107_T5
PHY1050,Cơ học,2,PHY1050 2_3,3,1_2,304_T4
PHY1050,Cơ học,1,PHY1050 3,5,9_10,106_T5
PHY1050,Cơ học,1,PHY1050 4,4,6_7,111_T5
PHY1050,Cơ học,2,PHY1050 4_5,3,6_7,201_T4
PHY1050,Cơ học,1,PHY1050 5,3,1_2,407_T5
PHY1050,Cơ học,1,PHY1050 6 KTKTKHVL,6,6_7,501_T3
PHY1050,Cơ học,2,PHY1050 6_7 KTKTKHVL,2,4_5,505_T3
PHY1050,Cơ học,1,PHY1050 7 KTKTKHVL,6,9_10,311_T5
PHY1050,Cơ học,1,PHY1050 8 KTKTKHVL,6,6_7,504_T3
PHY1050,Cơ học,2,PHY1050 8_9 KTKTKHVL,2,4_5,506_T3
PHY1050,Cơ học,1,PHY1050 9 KTKTKHVL,6,9_10,401_T5
PHY1059,Cơ sở vật lý hiện đại,3,PHY1059,4,6_8,209_T5
PHY1059,Cơ sở vật lý hiện đại,3,PHY1059,5,6_7,209_T5
PHY1066,Cơ sở vật lý hiện đại,2,PHY1066 TNTH,4,9_10,403_T5
PHY1066,Cơ sở vật lý hiện đại,1,PHY1066 TNTH,5,8_10,404_T5
PHY1070,Nhập môn Internet kết nối vạn vật ,2,PHY1070 1,5,6_7,505_T3
PHY1070,Nhập môn Internet kết nối vạn vật ,2,PHY1070 2,6,6_7,304_T4
PHY1070,Nhập môn Internet kết nối vạn vật ,2,PHY1070 3,2,4_5,206_T5
PHY1100,Cơ _ Nhiệt,3,PHY1100 1 KTKTHH,3,1_2,514_T4
PHY1100,Cơ _ Nhiệt,3,PHY1100 1 KTKTHH,5,1_2,401_T4
PHY1100,Cơ _ Nhiệt,3,PHY1100 10,5,6_8,204_T4
PHY1100,Cơ _ Nhiệt,3,PHY1100 2 KTKTHH,2,6_7,401_T4
PHY1100,Cơ _ Nhiệt,3,PHY1100 2 KTKTHH,4,9_10,401_T4
PHY1100,Cơ _ Nhiệt,3,PHY1100 3 KTKTKHMT_TT,3,4_5,406_T5
PHY1100,Cơ _ Nhiệt,3,PHY1100 3 KTKTKHMT_TT,4,6_7,406_T5
PHY1100,Cơ _ Nhiệt,3,PHY1100 4 KTKTKHMT_TT,3,6_7,406_T5
PHY1100,Cơ _ Nhiệt,3,PHY1100 4 KTKTKHMT_TT,6,4_5,406_T5
PHY1100,Cơ _ Nhiệt,3,PHY1100 5,6,3_5,201_T5
PHY1100,Cơ _ Nhiệt,3,PHY1100 6,2,3_5,403_T4
PHY1100,Cơ _ Nhiệt,3,PHY1100 7,3,6_8,205_T5
PHY1100,Cơ _ Nhiệt,3,PHY1100 8,4,3_5,403_T4
PHY1100,Cơ _ Nhiệt,3,PHY1100 9,4,6_8,403_T4
PHY1103,Điện _ Quang,3,PHY1103 1 KTKTCNKTHH,3,6_7,514_T4
PHY1103,Điện _ Quang,3,PHY1103 1 KTKTCNKTHH,5,4_5,206_T5
PHY1103,Điện _ Quang,3,PHY1103 10,2,6_8,302_T4
PHY1103,Điện _ Quang,3,PHY1103 11,3,6_8,301_T4
PHY1103,Điện _ Quang,3,PHY1103 12,4,3_5,401_T4
PHY1103,Điện _ Quang,3,PHY1103 13,5,3_5,401_T4
PHY1103,Điện _ Quang,3,PHY1103 2 KTKTCNKTHH,2,4_5,407_T5
PHY1103,Điện _ Quang,3,PHY1103 2 KTKTCNKTHH,3,1_2,513_T5
PHY1103,Điện _ Quang,3,PHY1103 3 KTKTHD,3,6_7,403_T4
PHY1103,Điện _ Quang,3,PHY1103 3 KTKTHD,5,4_5,201_T5
PHY1103,Điện _ Quang,3,PHY1103 4 KTKTHD,3,4_5,505_T3
PHY1103,Điện _ Quang,3,PHY1103 4 KTKTHD,5,1_2,505_T3
PHY1103,Điện _ Quang,3,PHY1103 5,5,6_8,401_T4
PHY1103,Điện _ Quang,3,PHY1103 6,6,6_8,401_T4
PHY1103,Điện _ Quang,3,PHY1103 7,5,6_8,202_T4
PHY1103,Điện _ Quang,3,PHY1103 8,5,1_3,207_T5
PHY1103,Điện _ Quang,3,PHY1103 9,6,3_5,203_T5
PHY1104,Thực hành vật lý đại cương,2,PHY1104 1,2,2_5,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 10,2,6_9,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 11,3,2_5,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 12,3,6_9,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 13,4,2_5,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 2,4,6_8,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 3,5,2_5,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 4,5,6_9,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 5,6,2_5,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 6,6,6_9,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 7,3,2_5,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 8,4,2_5,PTN
PHY1104,Thực hành vật lý đại cương,2,PHY1104 9,5,2_5,PTN
PHY1106,Đại số tuyến tính,1,PHY1106 1,6,1_2,108_T5
PHY1106,Đại số tuyến tính,2,PHY1106 1_2_3,2,4_5,208_T5
PHY1106,Đại số tuyến tính,1,PHY1106 2,6,4_5,105_T5
PHY1106,Đại số tuyến tính,1,PHY1106 3,5,4_5,111_T5
PHY1106,Đại số tuyến tính,1,PHY1106 4 KTKTKHVL,5,4_5,306_T5
PHY1106,Đại số tuyến tính,2,PHY1106 4_5 KTKTKHVL,3,6_7,508_T3
PHY1106,Đại số tuyến tính,1,PHY1106 5 KTKTKHVL,5,1_2,403_T5
PHY1106,Đại số tuyến tính,1,PHY1106 6 KTKTKHVL,5,9_10,505_T3
PHY1106,Đại số tuyến tính,2,PHY1106 6_7 KTKTKHVL,5,1_2,513_T5
PHY1106,Đại số tuyến tính,1,PHY1106 7 KTKTKHVL,5,6_7,413_T5
PHY1106,Đại số tuyến tính,1,PHY1106 8,3,4_5,512_T4
PHY1106,Đại số tuyến tính,2,PHY1106 8_9,2,9_10,102_T5
PHY1106,Đại số tuyến tính,1,PHY1106 9,4,1_2,211_T5
PHY1107,Giải tích 1,1,PHY1107 1,5,6_7,101_T5
PHY1107,Giải tích 1,2,PHY1107 1_2_3,4,4_5,203_T4
PHY1107,Giải tích 1,1,PHY1107 2,3,4_5,209_T5
PHY1107,Giải tích 1,1,PHY1107 3,6,4_5,111_T5
PHY1107,Giải tích 1,1,PHY1107 4 KTKTKHVL,5,9_10,501_T3
PHY1107,Giải tích 1,2,PHY1107 4_5 KTKTKHVL,2,6_7,504_T3
PHY1107,Giải tích 1,1,PHY1107 5 KTKTKHVL,5,6_7,506_T3
PHY1107,Giải tích 1,2,PHY1107 6 KTKTKHVL,4,4_5,209_T5
PHY1107,Giải tích 1,2,PHY1107 6_7 KTKTKHVL,5,4_5,105_T5
PHY1107,Giải tích 1,2,PHY1107 7 KTKTKHVL,4,9_10,209_T5
PHY1107,Giải tích 1,1,PHY1107 8,4,9_10,103_T4
PHY1107,Giải tích 1,2,PHY1107 8_9,6,4_5,209_T5
PHY1107,Giải tích 1,1,PHY1107 9,6,6_7 ,101_T5
PHY1109,Xác suất thống kê,3,PHY1109 1,2,1_3,103_T5
PHY1109,Xác suất thống kê,3,PHY1109 2 KTKTKHVL,6,6_8,108_T5
PHY1109,Xác suất thống kê,3,PHY1109 3,4,6_8,206_T5
PHY1109,Xác suất thống kê,3,PHY1109 4 TNVLH,2,6_7,211_T5
PHY1109,Xác suất thống kê,3,PHY1109 4 TNVLH,3,4_5,210_T5
PHY1110,Xác suất thống kê cho vật lý hạt nhân,2,PHY1110,4,6_7,208T1
PHY1110,Xác suất thống kê cho vật lý hạt nhân,1,PHY1110,6,1_2,208T1
PHY1159,Vật lý đại cương 1,3,PHY1159 1 CLCHH,3,6_8,311_T5
PHY1159,Vật lý đại cương 1,3,PHY1159 2 TNHH,6,6_8,503_T3
PHY1159,Vật lý đại cương 1,3,PHY1159 3,6,3_5,202_T5
PHY1159,Vật lý đại cương 1,3,PHY1159 4,3,1_3,105_T5
PHY1159,Vật lý đại cương 1,3,PHY1159 4,6,3_5,202_T5
PHY1159,Vật lý đại cương 1,3,PHY1159 5,5,1_3,105_T5
PHY1159,Vật lý đại cương 1,3,PHY1159 6,5,1_3,101_T5
PHY2000,Phương pháp nghiên cứu Khoa  học ,3,PHY2000 1,6,3_5,Bộmôn
PHY2000,Phương pháp nghiên cứu Khoa học ,3,PHY2000 2,6,6_8,Bộmôn
PHY2000,Phương pháp nghiên cứu Khoa  học ,3,PHY2000 3,3,6_8,208T1
PHY2000,Phương pháp nghiên cứu Khoa  học ,3,PHY2000 4 TNVLH,5,1_5,BM
PHY2000E,Phương pháp nghiên cứu Khoa  học ,3,PHY2000E QTVLH,5,1_5,BM
PHY2004,Vật lý hạt nhân,2,PHY2004 TNVLH,2,6_8,309_T5
PHY2064,Vật lý nguyên tử,2,PHY2064,4,4_5,204_T4
PHY2166,Thực tập Vật lý hiện đại,3,PHY2166 TNVLH,3,9_10,511_T4
PHY2166,Thực tập Vật lý hiện đại,3,PHY2166 TNVLH,4,1_5,BM
PHY2174,Cơ học lượng tử 2,3,PHY2174 TNVLH,2,3_5,404_T5
PHY2201,Phương pháp toán cho Vật lý 1,2,PHY2201 1,3,4_5,204_T4
PHY2201,Phương pháp Toán cho Vật lý 1,1,PHY2201 1,2,4_5,203_T5
PHY2201,Phương pháp toán cho vật lý 1,2,PHY2201 2,2,4_5,204_T5
PHY2201,Phương pháp toán cho vật lý 1,1,PHY2201 2,3,4_5,207_T5
PHY2300,Toán cho vật lý,2,PHY2300 KTKTKHVL,6,4_5,204_T5
PHY2300,Toán cho vật lý,1,PHY2300 KTKTKHVL,6,1_2,205_T5
PHY2301,Cơ học,4,PHY2301 TNVLH,4,9_10,401_T5
PHY2301,Cơ học,4,PHY2301 TNVLH,5,6_8,403_T5
PHY2303,Điện và Từ học,1,PHY2303 1,4,4_5,202_T4
PHY2303,Điện và Từ học,3,PHY2303 1_2_3,4,1_3,208_T5
PHY2303,Điện và Từ học,1,PHY2303 2,5,6_7,108_T5
PHY2303,Điện và Từ học,1,PHY2303 3,5,4_5,108_T5
PHY2303,Điện và Từ học,1,PHY2303 4 KTKTKHVL,5,4_5,207_T5
PHY2303,Điện và Từ học,3,PHY2303 4_5 KTKTKHVL,5,6_8,207_T5
PHY2303,Điện và Từ học,1,PHY2303 5 KTKTKHVL,5,1_2,209_T5
PHY2303,Điện và Từ học,1,PHY2303 6,3,6_7,108_T5
PHY2303,Điện và Từ học,3,PHY2303 6_7,2,3_5,201_T5
PHY2303,Điện và Từ học,1,PHY2303 7,3,9_10,201_T4
PHY2304,Quang học,3,PHY2304 TNVLH,3,6_7,512_T4
PHY2304,Quang học,3,PHY2304 TNVLH,4,6_7,512_T4
PHY2306,Cơ học lượng tử,3,PHY2306,5,8_10,101_T5
PHY2306,Cơ học lượng tử,1,PHY2306,4,6_7,204_T5
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 1,6,1_4,106T3
PHY2308,Thực hành Vật lý Đại cương 2,2,PHY2308 10,4,1_4,106T3
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 11 TNVLH,5,6_9,106T3
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 2,6,6_9,106T3
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 3,5,1_4,106T3
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 4,5,6_9,106T3
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 5 KTKTKHVL,2,1_4,106T3
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 6 KTKTKHVL,4,6_9,106T3
PHY2308,Thực hành vật lý đại cương 2,2,PHY2308 7 KTKTKHVL,3,6_9,106T3
PHY2308,Thực hành Vật lý Đại cương 2,2,PHY2308 8,2,6_9,106T3
PHY2308,Thực hành Vật lý Đại cương 2,2,PHY2308 9,3,1_4,106T3
PHY2309,Thực hành Vật lý đại cương 3,2,PHY2309 QTVLH,3,2_5,104T3
PHY2504,Phương pháp số,1,PHY2504 1,6,4_5,308GT1
PHY2504,Phương pháp số,2,PHY2504 1_2_3,6,1_2,201_T4
PHY2504,Phương pháp số,1,PHY2504 2,6,6_7,308GT1
PHY2504,Phương pháp số,1,PHY2504 3,6,9_10,308GT1
PHY2505,Tiếng Anh chuyên ngành,2,PHY2505,5,1_2,107_T5
PHY3000,Thực tập thực tế ,3,PHY3000,5,6_10,BM
PHY3135,Vật lý màng mỏng,3,PHY3135,2,6_8,120T1
PHY3160,Vật lý Nơtron và Lò phản ứng,2,PHY3160,3,4_5,208T1
PHY3160,Vật lý Nơtron và Lò phản ứng,2,PHY3160,4,4_5,201_T4
PHY3173,Điện tử hạt nhân ,3,PHY3173,5,6_8,208T1
PHY3301,Cơ học lý thuyết,3,PHY3301 1,2,8_10,104_T4
PHY3301,Cơ học lý thuyết,3,PHY3301 2,5,1_3,103_T4
PHY3314,Linh kiện bán dẫn và kỹ thuật số ,2,PHY3314,2,9_10,208T1
PHY3314,Linh kiện bán dẫn và kỹ thuật số ,1,PHY3314,4,4_5,208T1
PHY3329,Vật lý laser và ứng dụng,3,PHY3329 1,4,3_4_5,201T1
PHY3329,Vật lý laser và ứng dụng,3,PHY3329 2 TNVLH,5,6_9,201T1
PHY3329E,Vật lý laser và ứng dụng,3,PHY3329E QTVLH,5,1_4,201T1
PHY3333,Thống kê lượng tử,3,PHY3333,4,3_5,104T1
PHY3335,Hệ thống nhúng,1,PHY3335 1,3,9_10,301_T4
PHY3335,Hệ thống nhúng,2,PHY3335 1_2_3,3,6_7,206_T5
PHY3335,Hệ thống nhúng,1,PHY3335 2,4,1_2,301_T4
PHY3335,Hệ thống nhúng,1,PHY3335 3,4,4_5,302_T4
PHY3335,Hệ thống nhúng,2,PHY3335 4,3,1_2,208FT1
PHY3335,Hệ thống nhúng,1,PHY3335 4,2,4_5,208FT1
PHY3337,Vật lý các hệ thấp chiều,3,PHY3337,4,6_8,104T1
PHY3341,Vật lý chất rắn 1,1,PHY3341,5,4_5,101_T5
PHY3341,Vật lý chất rắn 1,3,PHY3341,2,8_10,103_T5
PHY3342,Thực tập chuyên ngành từ học và siêu dẫn,3,PHY3342,3,6_10,120T1
PHY3343,Thực tập chuyên ngành Vật lý bán dẫn,3,PHY3343,5,6_10,107T1
PHY3345,Vật lý chất rắn 2,3,PHY3345,5,3_5,107_T5
PHY3346,Vật lý chất rắn,3,PHY3346,2,1_3,107T1
PHY3346E,Vật lý chất rắn,3,PHY3346E QTVLH,5,1_4,206E_T1
PHY3347,Vật lý bán dẫn ,3,PHY3347 1,3,3_5,107T1
PHY3347,Vật lý bán dẫn,3,PHY3347 2,3,3_5,101_T5
PHY3347,Vật lý bán dẫn,3,PHY3347 3 TNVLH,5,6_9,107T1
PHY3347E,Vật lý bán dẫn,3,PHY3347E QTVLH,5,6_9,206T2
PHY3351,Vật lý linh kiện bán dẫn ,3,PHY3351 1,3,6_8,107T1
PHY3351,Vật lý linh kiện bán dẫn,3,PHY3351 2,5,3_5,209_T5
PHY3351,Vật lý linh kiện bán dẫn,3,PHY3351 3,2,6_8,108_T5
PHY3353,Quang bán dẫn,3,PHY3353,3,6_8,209_T5
PHY3354,Thực tập chuyên ngành Khoa học vật liệu tính toán,3,PHY3354,4,1_5,206EF_T1
PHY3355,Thực tập Vật lý chất rắn,3,PHY3355,4,1_5,107T1
PHY3356,Thực tập Quang lượng tử,3,PHY3356 1,4,6_10,201T1
PHY3356,Thực tập Quang lượng tử,3,PHY3356 2 TNVLH,2,1_2,201T1
PHY3356,Thực tập Quang lượng tử,3,PHY3356 2 TNVLH,3,1_3,201T1
PHY3356E,Thực tập Quang lượng tử,3,PHY3356E QTVLH,2,9_10,201T1
PHY3356E,Thực tập Quang lượng tử,3,PHY3356E QTVLH,3,6_8,201T1
PHY3357,Thực tập Vật lý lý thuyết,3,PHY3357,3,6_10,104T1
PHY3358,Thực tập Vật lý nhiệt độ thấp,3,PHY3358 TNVLH,6,1_5,BMNĐT
PHY3359,Thực tập Vật lý trái đất,3,PHY3359,6,1_3,103T1
PHY3364,Thực tập vật lý hạt nhân 1,2,PHY3364,5,1_4,108T1
PHY3375,Thực tập kỹ thuật Điện tử hiện đại,3,PHY3375 1,6,1_3,216T1
PHY3375,Thực tập kỹ thuật Điện tử hiện đại,3,PHY3375 1,6,8_10,217T1
PHY3375,Thực tập Kỹ thuật điện tử hiện đại,3,PHY3375 2 TNVLH,2,6_9,213T1
PHY3375,Thực tập Kỹ thuật điện tử hiện đại,3,PHY3375 2 TNVLH,3,1_2,213T1
PHY3376E,Thực tập Tin Vật lý,3,PHY3376E QTVLH,5,1_5,308A_T1
PHY3377,Thực tập tính toán trong  Khoa học Vật liệu,3,PHY3377 TNVLH,6,1_5,206E_T1
PHY3377E,Thực tập tính toán trong  Khoa học Vật liệu,3,PHY3377E QTVLH,6,1_5,206E_T1
PHY3388,Quang phổ học nguyên tử,3,PHY3388 TNVLH,2,6_8,201T1
PHY3390,Quang phổ học phân tử,3,PHY3390 TNVLH,5,1_3,201T1
PHY3390E,Quang phổ học phân tử,3,PHY3390E QTVLH,5,6_8,201T1
PHY3391,Quang phổ học thực nghiệm,3,PHY3391 1,3,3_5,201T1
PHY3391,Quang phổ học thực nghiệm,3,PHY3391 2 TNVLH,6,6_8,201T1
PHY3392,Mở đầu Vật lý Vật liệu mềm và các hệ y sinh ,3,PHY3392,5,6_8,104T1
PHY3392E,Mở đầy Vật lý vật liệu mềm và các hệ y sinh ,3,PHY3392E QTVLH,5,6_9,BM
PHY3401,Thông tin quang,3,PHY3401 1,2,3_5,201T1
PHY3401,Thông tin quang,3,PHY3401 2 TNVLH,6,1_4,201T1
PHY3401,Thông tin quang,3,PHY3401 3 QTVLH,6,6_9,201T1
PHY3404,Phương pháp thăm dò điện,3,PHY3404,6,6_8,103T1
PHY3420,Siêu dẫn,3,PHY3420 TNVLH,4,6_9,BMNĐT
PHY3420E,Siêu dẫn,3,PHY3420E QTVLH,6,6_9,BMNĐT
PHY3422,Từ học,3,PHY3422 TNVLH,2,2_5,BMNĐT
PHY3423,Nguyên lý và ứng dụng siêu âm,2,PHY3423 1,5,6_7,109_T5
PHY3423,Nguyên lý và ứng dụng siêu âm,1,PHY3423 1,2,9_10,217T1
PHY3423,Nguyên lý và ứng dụng siêu âm,3,PHY3423 2 TNVLH,6,9_10,213T1
PHY3423,Nguyên lý và ứng dụng siêu âm,3,PHY3423 2 TNVLH,6,6_7,213T1
PHY3426,Ghi nhận và đo lường bức xạ hạt nhân,2,PHY3426,2,6_7,209_T5
PHY3426,Ghi nhận và đo lường bức xạ hạt nhân,2,PHY3426,6,4_5,208T1
PHY3427,Mở đầu vật lí hạt nhân ứng dụng,2,PHY3427,2,4_5,207_T5
PHY3427,Mở đầu vật lí hạt nhân ứng dụng,1,PHY3427,4,9_10,208T1
PHY3437,Kỹ thuật đo lường và xử lý tín liệu,3,PHY3437,4,3_5,408FT1
PHY3439,Thực tế khóa luận,3,PHY3439,3,3_5,BM
PHY3446,Vật lý và kỹ thuật nhiệt độ thấp,3,PHY3446,3,3_5,120T1
PHY3446,Vật lý và kỹ thuật nhiệt độ thấp,3,,3,2_5,BMNĐT
PHY3448,Vật lý siêu dẫn và ứng dụng ,3,PHY3448,2,3_5,120T1
PHY3461,Khoa học Vật liệu đại cương,3,PHY3461 TNVLH,5,2_5,206T2
PHY3502,Vật lý tính toán 1,1,PHY3502 1,5,4_5,308GT1
PHY3502,Vật lý tính toán 1,2,PHY3502 1_2_3,5,1_2,206_T5
PHY3502,Vật lý tính toán 1,1,PHY3502 2,5,6_7,308GT1
PHY3502,Vật lý tính toán 1,1,PHY3502 3,4,1_ 2,308GT1
PHY3502,Vật lý tính toán 1,3,PHY3502 4 TNVLH,3,6_7,513_T5
PHY3502,Vật lý tính toán 1,3,PHY3502 4 TNVLH,4,9_10,206F_T1
PHY3502E,Vật lý tính toán 1,3,PHY3502E QTVLH,2,6_7,505_T3
PHY3502E,Vật lý tính toán 1,3,PHY3502E QTVLH,5,6_7,206F_T1
PHY3506,Các phương pháp thí nghiệm trong Vật lý hiện đại,2,PHY3506 TNVLH,2,1_2,301_T5
PHY3507,Thực tập Vật lý hiện đại,2,PHY3507 QTVLH,3,9_10,209_T5
PHY3507,Thực tập Vật lý hiện đại,2,PHY3507 QTVLH,4,1_2,BM
PHY3510,Mở đầu Thiên văn học,3,PHY3510 1_3,2,3_5,GĐ7T5
PHY3510,Mở đầu Thiên văn học,3,PHY3510 2 TNVLH,2,9_10,506_T3
PHY3510,Mở đầu Thiên văn học,3,PHY3510 2 TNVLH,6,4_5,403_T5
PHY3510E,Mở đầu Thiên văn học,3,PHY3510E QTVLH,2,9_10,506_T3
PHY3510E,Mở đầu Thiên văn học,3,PHY3510E QTVLH,6,4_5,403_T5
PHY3512,Điều chế xung và điều chế số,2,PHY3512 1,5,4_5,216T1
PHY3512,Điều chế xung và điều chế số,1,PHY3512 1,4,4_5,217T1
PHY3512,Điều chế xung và điều chế số,3,PHY3512 2 TNVLH,4,6_9,213T1
PHY3515,Địa chấn học,3,PHY3515,3,6_8,103T1
PHY3517,Lý thuyết xử lý tín hiệu số,3,PHY3517 TNVLH,5,6_9,213T1
PHY3517E,Lý thuyết xử lý tín hiệu số,3,PHY3517E QTVLH,6,1_4,214T1
PHY3521,Lý thuyết truyền dẫn số ,3,PHY3521 TNVLH,5,2_5,213T1
PHY3522,Vi điều khiển,3,PHY3522 TNVLH,6,2_5,108T3
PHY3522E,Vi điều khiển,3,PHY3522E QTVLH,6,2_5,108T3
PHY3526,Các phương pháp trường thế áp dụng trong Địa Vật lý,3,PHY3526,3,3_5,103T1
PHY3527,Mở đầu lý thuyết lượng tử từ học,3,PHY3527 1,4,6_8,206EF_T1
Phy3527,Mở đầu lý thuyết lượng tử từ học,3,Phy3527 2 TNVLH,6,6_9,206E_T1
PHY3601,Toán cho Vật lý,2,PHY3601 TNVLH,4,6_8,403_T5
PHY3604,Phương trình vi phân,3,PHY3604 TNVLH,3,1_2,511_T4
PHY3604,Phương trình vi phân,3,PHY3604 TNVLH,4,4_5,401_T5
PHY3605,Cơ học lý thuyết,4,PHY3605 TNVLH,2,3_5,403_T5
PHY3605,Cơ học lý thuyết,4,PHY3605 TNVLH,3,9_10,107_T5
PHY3606E,Điện động lực học,4,PHY3606E QTVLH,2,1_3,311_T5
PHY3606E,Điện động lực học,4,PHY3606E QTVLH,5,4_5,203_T5
PHY3609,Điện tử tương tự,1,PHY3609 1,3,4_5,108T3
PHY3609,Điện tử tương tự,2,PHY3609 1_2_3,3,6_7,302_T4
PHY3609,Điện tử tương tự,1,PHY3609 2,4,9_10,108T3
PHY3609,Điện tử tương tự,1,PHY3609 3,6,1_2,108T3
PHY3609,Điện tử tương tự,3,PHY3609 4 TNVLH,3,9_10,313_T5
PHY3609,Điện tử tương tự,3,PHY3609 4 TNVLH,6,6_7,108T3
PHY3609E,Điện tử tương tự,3,PHY3609E QTVLH,2,4_5,313_T5
PHY3609E,Điện tử tương tự,3,PHY3609E QTVLH,5,1_2,108T3
PHY3610,Điện tử số,1,PHY3610 1,5,1_2,301_T4
PHY3610,Điện tử số,2,PHY3610 1_2,2,1_2,204_T4
PHY3610,Điện tử số,1,PHY3610 2,5,4_5,302_T4
PHY3620,Thực hành điện tử tương tự,2,PHY3620 1,4,6_7,108T3
PHY3620,Thực hành điện tử tương tự,2,PHY3620 2,3,1_2,108T3
PHY3620,Thực hành điện tử tương tự,2,PHY3620 3,5,9_10,108T3
PHY3622,Tín hiệu và hệ thống,3,PHY3622,3,3_5,106_T5
PHY3626,Lập trình hướng đối tượng,1,PHY3626 1,5,4_5,308CT1
PHY3626,Lập trình hướng đối tượng,2,PHY3626 1_2_3,4,9_10,206_T5
PHY3626,Lập trình hướng đối tượng,1,PHY3626 2,5,6_7,308CT1
PHY3626,Lập trình hướng đối tượng,1,PHY3626 3,5,9_10,308GT1
PHY3628,Mạng và truyền thông máy tính,2,PHY3628,5,4_5,304_T4
PHY3628,Mạng và truyền thông máy tính,1,PHY3628,5,1_2,308CT1
PHY3630,Hệ quản trị Cơ sở dữ liệu,3,PHY3630,2,8_10,202_T4
PHY3631,Cấu trúc dữ liệu và giải thuật,1,PHY3631 1,6,4_5,308CT1
